Token,IOB2
the,O
“,O
legendary-matters,O
”,O
role,O
perfectly,O
",",O
digging,O
for,O
legendaries,O
to,O
play,O
and,O
buffing,O
the,O
ones,O
you,O
already,O
control,O
.,O
You,O
almost,O
always,O
see,O
Dihada,O
lists,O
using,O
Luxior,B-ARTIFACT
",",I-ARTIFACT
Giada,I-ARTIFACT
's,I-ARTIFACT
Gift,I-ARTIFACT
to,O
turn,O
Dihada,O
into,O
a,O
creature,O
that,O
can,O
start,O
targeting,O
itself,O
and,O
can,O
’,O
t,O
be,O
attacked,O
by,O
other,O
creatures,O
.,O
And,O
Dihada,O
is,O
one,O
of,O
the,O
few,O
Planeswalkers,O
that,O
can,O
lead,O
from,O
your,O
command,O
zone,O
",",O
where,O
it,O
is,O
one,O
of,O
the,O
best,O
Mardu,O
commanders,O
.,O
#,O
35,O
.,O
Nicol,O
Bolas,O
",",O
God-Pharaoh,O
I,O
’,O
ll,O
concede,O
that,O
Nicol,B-PLANESWALKER
Bolas,I-PLANESWALKER
",",I-PLANESWALKER
God-Pharaoh,I-PLANESWALKER
isn,O
’,O
t,O
all,O
that,O
amazing,O
at,O
7,O
mana,O
",",O
but,O
boy,O
is,O
it,O
a,O
sweet,O
Grixis,O
card,O
.,O
This,O
is,O
the,O
type,O
of,O
‘,O
walker,O
you,O
’,O
re,O
trying,O
to,O
cheat,O
in,O
with,O
The,B-ENCHANTMENT
Prismatic,I-ENCHANTMENT
Bridge,I-ENCHANTMENT
or,O
Academy,B-CREATURE
Rector,I-CREATURE
.,O
It,O
’,O
s,O
almost,O
always,O
correct,O
to,O
chew,O
through,O
your,O
opponents,O
’,O
hands,O
with,O
the,O
1,O
",",O
but,O
the,O
allure,O
of,O
the,O
2,O
is,O
just,O
too,O
tempting,O
.,O
#,O
34,O
.,O
Professor,B-PLANESWALKER
Onyx,I-PLANESWALKER
Liliana…,O
I,O
mean,O
",",O
uh,O
",",O
Professor,B-PLANESWALKER
Onyx,I-PLANESWALKER
turns,O
all,O
your,O
spells,O
into,O
Tendrils,B-SORCERY
of,I-SORCERY
Agony,I-SORCERY
…,O
sort,O
of,O
.,O
You,O
run,O
it,O
mostly,O
for,O
that,O
passive,O
ability,O
",",O
though,O
you,O
’,O
ll,O
happily,O
use,O
the,O
other,O
abilities,O
as,O
you,O
see,O
fit,O
.,O
#,O
33,O
.,O
Tasha,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Witch,I-PLANESWALKER
Queen,I-PLANESWALKER
There,O
’,O
s,O
a,O
staggering,O
divide,O
between,O
how,O
popular,O
and,O
how,O
good,O
Tasha,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Witch,I-PLANESWALKER
Queen,I-PLANESWALKER
is,O
.,O
It,O
’,O
s,O
extremely,O
clunky,O
as,O
a,O
self-contained,O
engine,O
",",O
but,O
you,O
can,O
maximize,O
the,O
static,O
ability,O
by,O
surrounding,O
Tasha,O
with,O
other,O
theft,O
and,O
Gonti,B-CREATURE
",",I-CREATURE
Lord,I-CREATURE
of,I-CREATURE
Luxury,I-CREATURE
effects,O
.,O
It,O
’,O
s,O
certainly,O
fun,O
enough,O
to,O
earn,O
a,O
slot,O
here,O
.,O
#,O
32,O
.,O
Xenagos,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Reveler,I-PLANESWALKER
Sometimes,O
it,O
feels,O
like,O
the,O
world,O
has,O
forgotten,O
about,O
Xenagos,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Reveler,I-PLANESWALKER
",",O
then,O
someone,O
casts,O
it,O
and,O
immediately,O
makes,O
Oct-15,O
mana,O
.,O
You,O
could,O
completely,O
ignore,O
the,O
other,O
abilities,O
and,O
still,O
be,O
content,O
running,O
Xenagos,O
as,O
a,O
powerful,O
ritual,O
#NAME?,O
effect,O
in,O
creature-heavy,O
decks,O
.,O
#,O
31,O
.,O
Lolth,B-PLANESWALKER
",",I-PLANESWALKER
Spider,I-PLANESWALKER
Queen,I-PLANESWALKER
Lolth,B-PLANESWALKER
",",I-PLANESWALKER
Spider,I-PLANESWALKER
Queen,I-PLANESWALKER
does…,O
spider,O
stuff,O
.,O
The,O
Spider,O
tokens,O
play,O
defense,O
well,O
with,O
reach,O
",",O
while,O
also,O
being,O
good,O
attackers,O
with,O
menace,O
.,O
They,O
die,O
",",O
Lolth,O
gets,O
more,O
counters,O
and,O
spits,O
some,O
more,O
out,O
.,O
The,O
only,O
thing,O
lacking,O
here,O
is,O
an,O
ultimate,O
worth,O
caring,O
too,O
much,O
about,O
.,O
Get,O
it,O
?,O
8,O
life,O
?,O
‘,O
Cuz,O
spiders,O
?,O
#,O
30,O
.,O
The,B-PLANESWALKER
Eternal,I-PLANESWALKER
Wanderer,I-PLANESWALKER
Board,O
wipe,O
?,O
Check,O
.,O
Token-generator,O
?,O
Check,O
.,O
Difficult,O
to,O
attack,O
and,O
remove,O
?,O
Check,O
.,O
On-demand,O
blink,O
effect,O
?,O
Check,O
.,O
6,O
mana,O
dragging,O
The,B-PLANESWALKER
Eternal,I-PLANESWALKER
Wanderer,I-PLANESWALKER
ever-so-slightly,O
down,O
?,O
Unfortunately,O
",",O
check,O
.,O
#,O
29,O
.,O
Vraska,B-PLANESWALKER
",",I-PLANESWALKER
Betrayal,I-PLANESWALKER
’,I-PLANESWALKER
s,I-PLANESWALKER
Sting,I-PLANESWALKER
A,O
planeswalker,O
with,O
a,O
proliferate,O
ability,O
is,O
a,O
dangerous,O
proposition,O
.,O
That,O
essentially,O
makes,O
the,O
0,O
ability,O
on,O
Vraska,B-PLANESWALKER
",",I-PLANESWALKER
Betrayal,I-PLANESWALKER
's,I-PLANESWALKER
Sting,I-PLANESWALKER
a,O
1,O
while,O
bolstering,O
poison,O
counters,O
",",O
loyalty,O
counters,O
",",O
and,O
anything,O
else,O
worth,O
proliferating,O
.,O
The,O
only,O
downside,O
is,O
a,O
rather,O
limited,O
removal,O
mode,O
with,O
the,O
-2,O
.,O
#,O
28,O
.,O
Tezzeret,B-PLANESWALKER
",",I-PLANESWALKER
Master,I-PLANESWALKER
of,I-PLANESWALKER
the,I-PLANESWALKER
Bridge,I-PLANESWALKER
You,O
could,O
take,O
any,O
Tezzeret,O
card,O
",",O
replace,O
all,O
the,O
instance,O
of,O
“,O
artifact,O
”,O
with,O
“,O
dragon,O
”,O
and,O
come,O
up,O
with,O
a,O
completely,O
functional,O
Sarkhan,O
card,O
instead,O
.,O
I,O
’,O
m,O
not,O
dissing,O
:,O
Tezzeret,B-PLANESWALKER
",",I-PLANESWALKER
Master,I-PLANESWALKER
of,I-PLANESWALKER
the,I-PLANESWALKER
Bridge,I-PLANESWALKER
is,O
a,O
potent,O
artifact,O
payoff,O
",",O
but,O
I,O
just,O
wish,O
it,O
were,O
more,O
accessible,O
and,O
that,O
Tezzeret,O
would,O
find,O
a,O
new,O
hobby,O
.,O
#,O
27,O
.,O
Lord,B-PLANESWALKER
Windgrace,I-PLANESWALKER
Lord,B-PLANESWALKER
Windgrace,I-PLANESWALKER
was,O
the,O
lands,O
commander,O
for,O
quite,O
some,O
time,O
",",O
and,O
it,O
never,O
really,O
dropped,O
off,O
in,O
power,O
so,O
much,O
as,O
other,O
lands,O
commanders,O
sprung,O
up,O
in,O
later,O
sets,O
.,O
At,O
the,O
very,O
least,O
this,O
still,O
pops,O
up,O
in,O
the,O
99,O
of,O
other,O
+,O
land,O
decks,O
.,O
Soul,B-CREATURE
of,I-CREATURE
Windgrace,I-CREATURE
",",O
perhaps,O
?,O
#,O
26,O
.,O
Saheeli,B-PLANESWALKER
",",I-PLANESWALKER
Sublime,I-PLANESWALKER
Artificer,I-PLANESWALKER
Young,B-CREATURE
Pyromancer,I-CREATURE
",",O
except,O
as,O
a,O
planeswalker,O
.,O
Saheeli,B-PLANESWALKER
",",I-PLANESWALKER
Sublime,I-PLANESWALKER
Artificer,I-PLANESWALKER
is,O
a,O
great,O
way,O
to,O
turn,O
spells,O
into,O
board,O
presence,O
",",O
and,O
the,O
-2,O
",",O
while,O
rarely,O
used,O
",",O
can,O
sometimes,O
do,O
unexpectedly,O
powerful,O
things,O
.,O
#,O
25,O
.,O
Chandra,B-PLANESWALKER
",",I-PLANESWALKER
Torch,I-PLANESWALKER
of,I-PLANESWALKER
Defiance,I-PLANESWALKER
The,O
other,O
16,O
versions,O
of,O
Chandra,O
have,O
something,O
to,O
aspire,O
to,O
with,O
Chandra,B-PLANESWALKER
",",I-PLANESWALKER
Torch,I-PLANESWALKER
of,I-PLANESWALKER
Defiance,I-PLANESWALKER
.,O
It,O
’,O
s,O
not,O
exceptional,O
anywhere,O
outside,O
the,O
occasional,O
Constructed,O
red,O
Prison,O
decks,O
",",O
but,O
the,O
overall,O
design,O
is,O
top-notch,O
:,O
red,O
ramp,O
",",O
impulse,O
draw,O
",",O
and,O
removal,O
.,O
Bonus,O
points,O
for,O
being,O
a,O
Cube,O
all-star,O
as,O
well,O
.,O
#,O
24,O
.,O
Ral,B-PLANESWALKER
",",I-PLANESWALKER
Storm,I-PLANESWALKER
Conduit,I-PLANESWALKER
Ral,B-PLANESWALKER
",",I-PLANESWALKER
Storm,I-PLANESWALKER
Conduit,I-PLANESWALKER
is,O
a,O
turbo,O
combo,O
machine,O
",",O
turning,O
copy,O
spells,O
into,O
infinite,O
loops,O
that,O
kill,O
your,O
opponent,O
via,O
Ral,O
’,O
s,O
static,O
.,O
It,O
’,O
s,O
trivially,O
easy,O
to,O
set,O
up,O
",",O
though,O
the,O
card,O
’,O
s,O
quite,O
underwhelming,O
if,O
you,O
’,O
re,O
#,O
23,O
.,O
Tibalt,B-PLANESWALKER
",",I-PLANESWALKER
Cosmic,I-PLANESWALKER
Impostor,I-PLANESWALKER
Another,O
7-mana,O
planeswalker,O
",",O
but,O
Tibalt,B-PLANESWALKER
",",I-PLANESWALKER
Cosmic,I-PLANESWALKER
Impostor,I-PLANESWALKER
’,O
s,O
worth,O
every,O
mana,O
.,O
It,O
either,O
destroys,O
a,O
key,O
card,O
right,O
away,O
or,O
draws,O
up,O
to,O
four,O
cards,O
every,O
turn,O
it,O
sits,O
in,O
play,O
.,O
You,O
could,O
technically,O
lean,O
on,O
Valki,B-CREATURE
",",I-CREATURE
God,I-CREATURE
of,I-CREATURE
Lies,I-CREATURE
in,O
a,O
pinch,O
",",O
but,O
you,O
normally,O
ignore,O
Valki,O
altogether,O
.,O
#,O
22,O
.,O
Kaito,B-PLANESWALKER
",",I-PLANESWALKER
Bane,I-PLANESWALKER
of,I-PLANESWALKER
Nightmares,I-PLANESWALKER
The,O
solidly,O
dependable,O
hexproof,O
shields,O
Kaito,B-PLANESWALKER
",",I-PLANESWALKER
Bane,I-PLANESWALKER
of,I-PLANESWALKER
Nightmares,I-PLANESWALKER
from,O
lots,O
of,O
removal,O
.,O
Opponents,O
want,O
to,O
get,O
rid,O
of,O
Kaito,O
as,O
soon,O
as,O
possible,O
because,O
the,O
easy,O
emblem,O
to,O
boost,O
ninjas,O
",",O
and,O
free,O
card,O
draw,O
ability,O
add,O
up,O
real,O
fast,O
.,O
The,O
-2,O
is,O
a,O
tame,O
but,O
very,O
useful,O
for,O
simple,O
stun,O
counter,O
distribution,O
.,O
#,O
21,O
.,O
Tevesh,B-PLANESWALKER
Szat,I-PLANESWALKER
",",I-PLANESWALKER
Doom,I-PLANESWALKER
of,I-PLANESWALKER
Fools,I-PLANESWALKER
It,O
’,O
s,O
the,O
word,O
“,O
partner,O
”,O
that,O
makes,O
Tevesh,B-PLANESWALKER
Szat,I-PLANESWALKER
",",I-PLANESWALKER
Doom,I-PLANESWALKER
of,I-PLANESWALKER
Fools,I-PLANESWALKER
so,O
appealing,O
.,O
That,O
",",O
and,O
a,O
super,O
cool,O
ultimate,O
that,O
snatches,O
commanders,O
away,O
from,O
their,O
owners,O
.,O
It,O
’,O
s,O
also,O
just,O
generally,O
handy,O
as,O
a,O
token,O
generator,O
and,O
sac,O
outlet,O
mixed,O
into,O
one,O
card,O
.,O
#,O
20,O
.,O
Ashiok,B-PLANESWALKER
",",I-PLANESWALKER
Dream,I-PLANESWALKER
Render,I-PLANESWALKER
Ashiok,B-PLANESWALKER
",",I-PLANESWALKER
Dream,I-PLANESWALKER
Render,I-PLANESWALKER
showcases,O
one,O
of,O
the,O
absolutely,O
spiteful,O
static,O
abilities,O
on,O
planeswalkers,O
from,O
WAR,O
.,O
It,O
puts,O
a,O
Stranglehold,B-ENCHANTMENT
on,O
your,O
opponents,O
and,O
eliminates,O
their,O
graveyards,O
.,O
Might,O
as,O
well,O
toss,O
in,O
mill,O
for,O
something,O
else,O
people,O
love,O
playing,O
against,O
.,O
#,O
19,O
.,O
Dack,B-PLANESWALKER
Fayden,I-PLANESWALKER
If,O
artifacts,O
are,O
essential,O
to,O
your,O
format,O
",",O
Dack,B-PLANESWALKER
Fayden,I-PLANESWALKER
is,O
sure,O
to,O
be,O
there,O
.,O
You,O
can,O
find,O
the,O
Greatest,O
Thief,O
in,O
the,O
Multiverse,O
purloining,O
artifacts,O
in,O
Legacy,O
and,O
Cube,O
or,O
snatching,O
Sol,B-ARTIFACT
Ring,I-ARTIFACT
s,O
in,O
Commander,O
.,O
#,O
18,O
.,O
Tezzeret,B-PLANESWALKER
",",I-PLANESWALKER
Cruel,I-PLANESWALKER
Captain,I-PLANESWALKER
The,O
flexibility,O
on,O
Tezzeret,B-PLANESWALKER
",",I-PLANESWALKER
Cruel,I-PLANESWALKER
Captain,I-PLANESWALKER
is,O
n't,O
evident,O
with,O
the,O
chair,O
art,O
",",O
but,O
any,O
deck,O
that,O
plans,O
to,O
put,O
out,O
lots,O
of,O
small,O
artifacts,O
",",O
use,O
mana,O
rocks,O
",",O
or,O
myr,O
has,O
a,O
great,O
reason,O
to,O
run,O
this,O
Tezzeret,O
.,O
#,O
17,O
.,O
The,B-PLANESWALKER
Aetherspark,I-PLANESWALKER
The,B-PLANESWALKER
Aetherspark,I-PLANESWALKER
increases,O
loyalty,O
counters,O
like,O
no,O
other,O
card,O
since,O
it,O
does,O
n't,O
matter,O
if,O
the,O
combat,O
damage,O
of,O
the,O
equipped,O
creature,O
hits,O
an,O
opponent,O
or,O
something,O
else,O
.,O
It,O
's,O
very,O
easy,O
to,O
turn,O
a,O
couple,O
of,O
attacks,O
into,O
plenty,O
of,O
extra,O
card,O
draw,O
.,O
Then,O
",",O
by,O
the,O
time,O
you,O
can,O
do,O
the,O
-10,O
ability,O
",",O
a,O
mana,O
sink,O
or,O
expensive,O
spell,O
is,O
a,O
great,O
way,O
to,O
end,O
a,O
game,O
.,O
#,O
16,O
.,O
Ugin,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Spirit,I-PLANESWALKER
Dragon,I-PLANESWALKER
Colorless,O
permanents,O
rejoice,O
!,O
Ugin,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Spirit,I-PLANESWALKER
Dragon,I-PLANESWALKER
’,O
s,O
been,O
nuking,O
boards,O
since,O
2015,O
",",O
colorless,O
removal,O
does,O
n't,O
get,O
much,O
better,O
than,O
this,O
.,O
Just,O
wait,O
until,O
Painter,B-ARTIFACT
's,I-ARTIFACT
Servant,I-ARTIFACT
shows,O
up,O
and,O
turns,O
everyone,O
’,O
s,O
lands,O
into,O
blue,O
permanents,O
.,O
#,O
15,O
.,O
Grist,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Hunger,I-PLANESWALKER
Tide,I-PLANESWALKER
Every,O
‘,O
walker,O
up,O
until,O
now,O
was,O
merely,O
good,O
.,O
Grist,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Hunger,I-PLANESWALKER
Tide,I-PLANESWALKER
kicks,O
off,O
the,O
rest,O
of,O
the,O
truly,O
excellent,O
planeswalkers,O
.,O
Grist,O
boasts,O
a,O
clever,O
design,O
that,O
works,O
with,O
reanimation,O
effects,O
and,O
creature,O
tutors,O
",",O
and,O
it,O
provides,O
a,O
steady,O
stream,O
of,O
advantage,O
on,O
board,O
.,O
The,O
static,O
ability,O
quirk,O
even,O
qualifies,O
it,O
to,O
be,O
your,O
commander,O
if,O
you,O
so,O
desire,O
.,O
#,O
14,O
.,O
Elspeth,B-PLANESWALKER
",",I-PLANESWALKER
Storm,I-PLANESWALKER
Slayer,I-PLANESWALKER
Elspeth,B-PLANESWALKER
",",I-PLANESWALKER
Storm,I-PLANESWALKER
Slayer,I-PLANESWALKER
is,O
one,O
of,O
the,O
best,O
Elspeths,O
and,O
it,O
's,O
easy,O
to,O
see,O
why,O
.,O
The,O
token,O
doubler,O
is,O
really,O
strong,O
on,O
a,O
permanent,O
that,O
's,O
hard,O
to,O
remove,O
.,O
Especially,O
since,O
clue,O
",",O
food,O
",",O
and,O
treasure,O
tokens,O
come,O
to,O
white,O
almost,O
as,O
often,O
as,O
creature,O
token,O
creators,O
.,O
Follow,O
it,O
up,O
with,O
two,O
great,O
abilities,O
that,O
are,O
available,O
the,O
turn,O
you,O
cast,O
and,O
you,O
get,O
a,O
must-have,O
card,O
for,O
many,O
white,O
decks,O
.,O
#,O
13,O
.,O
Nissa,B-PLANESWALKER
",",I-PLANESWALKER
Who,I-PLANESWALKER
Shakes,I-PLANESWALKER
the,I-PLANESWALKER
World,I-PLANESWALKER
The,O
world,O
certainly,O
was,O
shook,O
to,O
find,O
out,O
just,O
how,O
powerful,O
Nissa,B-PLANESWALKER
",",I-PLANESWALKER
Who,I-PLANESWALKER
Shakes,I-PLANESWALKER
the,I-PLANESWALKER
World,I-PLANESWALKER
was,O
.,O
Ignore,O
the,O
-8,O
;,O
this,O
green,O
planeswalker,O
’,O
s,O
more,O
of,O
a,O
Mirari,B-ENCHANTMENT
's,I-ENCHANTMENT
Wake,I-ENCHANTMENT
that,O
produces,O
attackers,O
and,O
blockers,O
by,O
animating,O
lands,O
",",O
and,O
it,O
ramps,O
even,O
further,O
by,O
untapping,O
other,O
lands,O
.,O
#,O
12,O
.,O
Ugin,B-PLANESWALKER
",",I-PLANESWALKER
Eye,I-PLANESWALKER
of,I-PLANESWALKER
the,I-PLANESWALKER
Storms,I-PLANESWALKER
Ugin,B-PLANESWALKER
",",I-PLANESWALKER
Eye,I-PLANESWALKER
of,I-PLANESWALKER
the,I-PLANESWALKER
Storms,I-PLANESWALKER
includes,O
a,O
payoff,O
just,O
for,O
casting,O
a,O
spell,O
and,O
it,O
's,O
second,O
triggered,O
ability,O
is,O
like,O
an,O
ultimate,O
emblem,O
found,O
on,O
other,O
planeswalkers,O
.,O
Beyond,O
this,O
",",O
the,O
0,O
and,O
plus,O
abilities,O
are,O
solid,O
.,O
Any,O
deck,O
that,O
wants,O
to,O
get,O
it,O
's,O
mana,O
production,O
up,O
this,O
high,O
can,O
benefit,O
greatly,O
from,O
this,O
colorless,O
planeswalker,O
.,O
#,O
11,O
.,O
Karn,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Great,I-PLANESWALKER
Creator,I-PLANESWALKER
A,O
one-sided,O
Null,B-ARTIFACT
Rod,I-ARTIFACT
that,O
accesses,O
your,O
best,O
sideboard,O
cards,O
in,O
every,O
match,O
and,O
combos,O
with,O
anything,O
from,O
Mycosynth,B-ARTIFACT
Lattice,I-ARTIFACT
to,O
Liquimetal,B-ARTIFACT
Coating,I-ARTIFACT
.,O
Restricted,O
in,O
Vintage,O
should,O
tell,O
you,O
something,O
",",O
and,O
Karn,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Great,I-PLANESWALKER
Creator,I-PLANESWALKER
also,O
hit,O
the,O
Pioneer,O
list,O
for,O
banned,O
cards,O
.,O
#,O
10,O
.,O
Nissa,B-PLANESWALKER
",",I-PLANESWALKER
Ascended,I-PLANESWALKER
Animist,I-PLANESWALKER
Nissa,B-PLANESWALKER
",",I-PLANESWALKER
Ascended,I-PLANESWALKER
Animist,I-PLANESWALKER
pretty,O
much,O
does,O
everything,O
",",O
with,O
the,O
compleated,O
ability,O
for,O
added,O
flexibility,O
.,O
The,O
recipe,O
is,O
one,O
part,O
Naturalize,B-INSTANT
",",O
two,O
parts,O
giant-creature-token-generator,O
",",O
topped,O
off,O
with,O
a,O
generous,O
helping,O
of,O
Craterhoof,B-CREATURE
Behemoth,I-CREATURE
.,O
#,O
9,O
.,O
Jace,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Mind,I-PLANESWALKER
Sculptor,I-PLANESWALKER
Jace,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Mind,I-PLANESWALKER
Sculptor,I-PLANESWALKER
was,O
the,O
epitome,O
of,O
planeswalker,O
design,O
on,O
release,O
",",O
and,O
it,O
remained,O
so,O
for,O
quite,O
some,O
time,O
.,O
However,O
",",O
better,O
threats,O
lower,O
on,O
the,O
curve,O
",",O
more,O
efficient,O
answers,O
to,O
planeswalkers,O
",",O
and,O
a,O
generally,O
faster,O
approach,O
to,O
Magic,O
gameplay,O
has,O
diminished,O
the,O
former,O
king,O
’,O
s,O
reputation,O
",",O
making,O
it,O
more,O
of,O
a,O
testament,O
to,O
an,O
era,O
of,O
Magic,O
since,O
gone,O
.,O
Still,O
good,O
",",O
sometimes,O
great,O
",",O
no,O
longer,O
dominant,O
.,O
#,O
8,O
.,O
Comet,B-PLANESWALKER
",",I-PLANESWALKER
Stellar,I-PLANESWALKER
Pup,I-PLANESWALKER
Yeah,O
",",O
this,O
stupid,O
Unfinity,O
die-rolling,O
dog,O
is,O
better,O
than,O
Jace,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Mind,I-PLANESWALKER
Sculptor,I-PLANESWALKER
.,O
Oh,O
",",O
the,O
tough,O
pills,O
that,O
Magic,O
makes,O
us,O
swallow,O
.,O
What,O
can,O
Comet,B-PLANESWALKER
",",I-PLANESWALKER
Stellar,I-PLANESWALKER
Pup,I-PLANESWALKER
do,O
?,O
Apparently,O
whatever,O
the,O
luck,O
of,O
the,O
RNG,O
gods,O
says,O
it,O
does,O
.,O
#,O
7,O
.,O
The,B-PLANESWALKER
Wandering,I-PLANESWALKER
Emperor,I-PLANESWALKER
The,B-PLANESWALKER
Wandering,I-PLANESWALKER
Emperor,I-PLANESWALKER
has,O
one,O
of,O
the,O
coolest,O
card,O
designs,O
",",O
period,O
.,O
It,O
’,O
s,O
at,O
the,O
upper,O
echelon,O
of,O
powerful,O
without,O
overstepping,O
into,O
broken,O
territory,O
",",O
and,O
it,O
has,O
made,O
the,O
common,O
Magic,O
player,O
fear,O
the,O
prospects,O
of,O
4,O
open,O
mana,O
in,O
white,O
.,O
Is,O
it,O
Settle,B-INSTANT
the,I-INSTANT
Wreckage,I-INSTANT
?,O
Restoration,B-CREATURE
Angel,I-CREATURE
?,O
The,B-PLANESWALKER
Wandering,I-PLANESWALKER
Emperor,I-PLANESWALKER
?,O
Attack,O
and,O
find,O
out,O
.,O
#,O
6,O
.,O
Teferi,B-PLANESWALKER
",",I-PLANESWALKER
Hero,I-PLANESWALKER
of,I-PLANESWALKER
Dominaria,I-PLANESWALKER
5,O
mana,O
.,O
1,O
draw,O
a,O
card,O
.,O
-3,O
remove,O
something,O
.,O
-8,O
ultimate,O
and,O
win,O
the,O
game,O
:,O
its,O
emblem,O
is,O
one,O
of,O
the,O
best,O
card-draw,O
payoffs,O
in,O
the,O
game,O
.,O
Where,O
have,O
we,O
seen,O
this,O
before,O
?,O
Teferi,B-PLANESWALKER
",",I-PLANESWALKER
Hero,I-PLANESWALKER
of,I-PLANESWALKER
Dominaria,I-PLANESWALKER
isn,O
’,O
t,O
getting,O
points,O
for,O
ingenuity,O
",",O
but,O
it,O
’,O
s,O
been,O
such,O
a,O
pivotal,O
multi-format,O
control,O
finisher,O
.,O
One,O
of,O
Magic,O
's,O
best,O
control,O
cards,O
",",O
Teferi,O
’,O
s,O
functionally,O
a,O
3-mana,O
walker,O
",",O
since,O
it,O
refunds,O
2,O
of,O
your,O
mana,O
if,O
you,O
’,O
re,O
able,O
to,O
resolve,O
it,O
and,O
1,O
right,O
away,O
.,O
#,O
5,O
.,O
Minsc,B-PLANESWALKER
&,I-PLANESWALKER
Boo,I-PLANESWALKER
",",I-PLANESWALKER
Timeless,I-PLANESWALKER
Heroes,I-PLANESWALKER
Minsc,B-PLANESWALKER
&,I-PLANESWALKER
Boo,I-PLANESWALKER
",",I-PLANESWALKER
Timeless,I-PLANESWALKER
Heroes,I-PLANESWALKER
is,O
pushed,O
because,O
multiplayer,O
formats,O
can,O
handle,O
cards,O
at,O
this,O
power,O
level,O
",",O
but,O
a,O
card,O
like,O
this,O
takes,O
on,O
new,O
meaning,O
when,O
it,O
’,O
s,O
in,O
1v1,O
settings,O
.,O
It,O
’,O
s,O
an,O
immediate,O
threat,O
",",O
but,O
killing,O
Boo,O
doesn,O
’,O
t,O
accomplish,O
anything,O
since,O
it,O
’,O
ll,O
just,O
spawn,O
another,O
Boo,O
next,O
turn,O
.,O
The,O
“,O
balanced,O
”,O
Alchemy,O
version,O
on,O
MTG,O
Arena,O
version,O
costs,O
5,O
mana,O
and,O
is,O
still,O
horrifically,O
broken,O
.,O
#,O
4,O
.,O
Narset,B-PLANESWALKER
",",I-PLANESWALKER
Parter,I-PLANESWALKER
of,I-PLANESWALKER
Veils,I-PLANESWALKER
Have,O
I,O
mentioned,O
hateful,O
WAR,O
planeswalkers,O
yet,O
?,O
I,O
’,O
m,O
sure,O
I,O
have,O
somewhere,O
.,O
Narset,B-PLANESWALKER
",",I-PLANESWALKER
Parter,I-PLANESWALKER
of,I-PLANESWALKER
Veils,I-PLANESWALKER
is,O
like,O
a,O
Dig,B-INSTANT
Through,I-INSTANT
Time,I-INSTANT
split,O
across,O
two,O
turns,O
",",O
but,O
it,O
also,O
just,O
randomly,O
",",O
completely,O
hoses,O
your,O
opponents,O
’,O
access,O
to,O
extra,O
card,O
draw,O
.,O
It,O
’,O
s,O
bad,O
enough,O
that,O
this,O
shuts,O
off,O
natural,O
card,O
draw,O
spells,O
",",O
but,O
it,O
combines,O
with,O
wheel,O
effects,O
to,O
leave,O
your,O
opponents,O
holding,O
air,O
.,O
#,O
3,O
.,O
Wrenn,B-PLANESWALKER
and,I-PLANESWALKER
Six,I-PLANESWALKER
It,O
’,O
s,O
always,O
funny,O
to,O
see,O
a,O
card,O
banned,O
in,O
Legacy,O
that,O
’,O
s,O
not,O
banned,O
in,O
Modern,O
",",O
like,O
Wrenn,B-PLANESWALKER
and,I-PLANESWALKER
Six,I-PLANESWALKER
.,O
Magic,O
’,O
s,O
only,O
real,O
2-mana,O
planeswalker,O
(,O
sorry,O
",",O
Jace,B-PLANESWALKER
",",I-PLANESWALKER
Vryn,I-PLANESWALKER
's,I-PLANESWALKER
Prodigy,I-PLANESWALKER
),O
",",O
W6,O
looks,O
unassuming,O
but,O
fields,O
out,O
X/1s,O
in,O
whatever,O
format,O
it,O
’,O
s,O
in,O
",",O
while,O
being,O
a,O
steady,O
card,O
advantage,O
tool,O
alongside,O
fetch,O
lands,O
and,O
Horizon,O
lands,O
.,O
The,O
retrace,O
emblem,O
pops,O
up,O
sometimes,O
",",O
which,O
usually,O
gives,O
you,O
complete,O
control,O
over,O
a,O
game,O
with,O
a,O
stocked,O
graveyard,O
.,O
#,O
2,O
.,O
Teferi,B-PLANESWALKER
",",I-PLANESWALKER
Time,I-PLANESWALKER
Raveler,I-PLANESWALKER
Have,O
I,O
mentioned,O
hateful,O
WAR,O
planeswalkers,O
yet,O
?,O
Surely,O
I,O
have,O
",",O
right,O
?,O
Geez,O
is,O
Teferi,B-PLANESWALKER
",",I-PLANESWALKER
Time,I-PLANESWALKER
