Token,IOB2
shines,O
in,O
EDH,O
where,O
you,O
’,O
ll,O
cast,O
it,O
for,O
free,O
if,O
you,O
've,O
got,O
your,O
Commander,O
in,O
play,O
.,O

Since,O
most,O
decks,O
want,O
to,O
have,O
their,O
commander,O
around,O
",",O
this,O
is,O
a,O
blue,O
staple,O
in,O
EDH,O
because,O
you,O
can,O
use,O
Fierce,B-INSTANT
Guardianship,I-INSTANT
to,O
protect,O
your,O
commander,O
or,O
your,O
board,O
state,O
for,O
free,O
.,O
#,O
33,O
.,O

Sheoldred,B-INSTANT
's,I-INSTANT
Edict,I-INSTANT
Edict,O
in,O
MTG,O
is,O
a,O
lingo,O
for,O
“,O
an,O
opponent,O
sacrifices,O
a,O
creature,O
”,O
.,O

This,O
is,O
often,O
a,O
bad,O
effect,O
because,O
you,O
can,O
’,O
t,O
choose,O
what,O
to,O
get,O
with,O
the,O
spell,O
",",O
and,O
if,O
your,O
opponent,O
has,O
a,O
6-Jun,O
and,O
a,O
1-Jan,O
token,O
",",O
it,O
’,O
s,O
useless,O
at,O
dealing,O
with,O
the,O
bigger,O
threat,O
.,O

Sheoldred,B-INSTANT
's,I-INSTANT
Edict,I-INSTANT
gets,O
around,O
that,O
by,O
giving,O
players,O
a,O
choice,O
",",O
and,O
it,O
’,O
s,O
one,O
of,O
the,O
best,O
planeswalker,O
removal,O
spells,O
since,O
they,O
usually,O
have,O
only,O
one,O
on,O
the,O
battlefield,O
.,O

All,O
three,O
modes,O
are,O
useful,O
in,O
different,O
scenarios,O
",",O
which,O
makes,O
this,O
a,O
versatile,O
instant,O
.,O
#,O
32,O
.,O

Undying,B-INSTANT
Malice,I-INSTANT
+,O
Feign,B-INSTANT
Death,I-INSTANT
These,O
spells,O
don,O
’,O
t,O
seem,O
like,O
much,O
",",O
but,O
they,O
were,O
format-defining,O
in,O
Modern,O
and,O
Legacy,O
when,O
combined,O
with,O
the,O
Modern,O
Horizons2,O
evoke,O
elementals,O
",",O
specifically,O
Grief,B-CREATURE
and,O
Fury,B-CREATURE
.,O

Those,O
two,O
have,O
hit,O
various,O
ban,O
lists,O
",",O
but,O
the,O
idea,O
was,O
to,O
evoke,O
a,O
Grief,B-CREATURE
on,O
turn,O
1,O
(,O
or,O
a,O
Fury,B-CREATURE
later,O
on,O
),O
",",O
and,O
follow,O
up,O
the,O
sacrifice,O
trigger,O
with,O
Undying,B-INSTANT
Malice,I-INSTANT
or,O
a,O
similar,O
“,O
scam,O
”,O
effect,O
",",O
doubling,O
up,O
that,O
elemental,O
’,O
s,O
ETB,O
effect,O
and,O
keeping,O
the,O
body,O
in,O
play,O
.,O
#,O
31,O
.,O

Auroral,B-INSTANT
Procession,I-INSTANT
Regrowth,B-SORCERY
is,O
a,O
very,O
powerful,O
card,O
.,O

Auroral,B-INSTANT
Procession,I-INSTANT
takes,O
that,O
great,O
base,O
value,O
and,O
makes,O
it,O
even,O
better,O
as,O
an,O
instant,O
.,O

If,O
you,O
mess,O
with,O
the,O
graveyard,O
at,O
all,O
and,O
can,O
cast,O
it,O
",",O
it,O
's,O
worth,O
considering,O
.,O
#,O
30,O
.,O

Boros,B-INSTANT
Charm,I-INSTANT
Boros,B-INSTANT
Charm,I-INSTANT
is,O
one,O
of,O
the,O
most,O
versatile,O
cards,O
ever,O
and,O
a,O
staple,O
in,O
Boros,O
decks,O
.,O

In,O
burn,O
decks,O
you,O
can,O
either,O
deal,O
4,O
damage,O
to,O
the,O
face,O
",",O
give,O
double,O
strike,O
to,O
a,O
card,O
like,O
Monastery,B-CREATURE
Swiftspear,I-CREATURE
",",O
or,O
protect,O
your,O
creatures,O
from,O
a,O
sweeper,O
.,O

You,O
can,O
preserve,O
your,O
enchantments,O
or,O
lands,O
too,O
",",O
and,O
it,O
’,O
s,O
awesome,O
in,O
Voltron,O
decks,O
because,O
of,O
double,O
strike,O
and,O
protection,O
.,O

Boros,B-INSTANT
Charm,I-INSTANT
is,O
good,O
enough,O
for,O
red,O
decks,O
to,O
splash,O
white,O
for,O
it,O
.,O
#,O
29,O
.,O

Counterspell,B-INSTANT
A,O
classic,O
blue,O
card,O
",",O
countering,O
any,O
spell,O
for,O
2,O
mana,O
is,O
very,O
strong,O
.,O

It,O
’,O
s,O
Essence,B-INSTANT
Scatter,I-INSTANT
plus,O
Negate,B-INSTANT
",",O
with,O
a,O
more,O
restrictive,O
mana,O
cost,O
.,O

MTG,O
’,O
s,O
power,O
level,O
has,O
risen,O
to,O
the,O
point,O
where,O
it,O
’,O
s,O
safe,O
to,O
play,O
Counterspell,B-INSTANT
in,O
Modern,O
",",O
and,O
today,O
simply,O
countering,O
a,O
spell,O
isn,O
’,O
t,O
that,O
broken,O
.,O

But,O
it,O
’,O
s,O
still,O
great,O
!,O
#,O
28,O
.,O

Snuff,B-INSTANT
Out,I-INSTANT
Removing,O
creatures,O
for,O
free,O
is,O
a,O
very,O
good,O
tempo,O
play,O
",",O
even,O
if,O
it,O
costs,O
you,O
4,O
life,O
.,O

Snuff,B-INSTANT
Out,I-INSTANT
is,O
a,O
staple,O
of,O
the,O
Pauper,O
format,O
and,O
used,O
to,O
be,O
highly,O
expensive,O
until,O
recent,O
reprints,O
knocked,O
it,O
down,O
a,O
peg,O
.,O
#,O
27,O
.,O

Red,B-INSTANT
Elemental,I-INSTANT
Blast,I-INSTANT
The,O
main,O
reason,O
why,O
Red,B-INSTANT
Elemental,I-INSTANT
Blast,I-INSTANT
exists,O
is,O
to,O
fight,O
blue,O
decks,O
.,O

This,O
card,O
is,O
a,O
staple,O
in,O
Pauper,O
and,O
Legacy,O
mainstay,O
because,O
having,O
tools,O
to,O
fight,O
blue,O
decks,O
is,O
essential,O
",",O
and,O
Red,B-INSTANT
Elemental,I-INSTANT
Blast,I-INSTANT
can,O
either,O
counter,O
a,O
spell,O
or,O
outright,O
destroy,O
something,O
blue,O
.,O

Countering,O
a,O
Force,B-INSTANT
of,I-INSTANT
Will,I-INSTANT
is,O
a,O
massive,O
resource,O
and,O
tempo,O
advantage,O
for,O
you,O
",",O
and,O
being,O
able,O
to,O
destroy,O
a,O
Teferi,B-PLANESWALKER
",",I-PLANESWALKER
Time,I-PLANESWALKER
Raveler,I-PLANESWALKER
or,O
Jace,B-PLANESWALKER
",",I-PLANESWALKER
the,I-PLANESWALKER
Mind,I-PLANESWALKER
Sculptor,I-PLANESWALKER
for,O
1,O
mana,O
is,O
as,O
good,O
as,O
it,O
gets,O
.,O
#,O
26,O
.,O

Akroma,B-INSTANT
’,I-INSTANT
s,I-INSTANT
Will,B-INSTANT
The,O
funny,O
thing,O
about,O
Akroma,B-INSTANT
's,I-INSTANT
Will,I-INSTANT
being,O
an,O
instant,O
is,O
that,O
you,O
’,O
ll,O
often,O
just,O
run,O
this,O
out,O
during,O
your,O
own,O
main,O
phase,O
and,O
win,O
the,O
game,O
that,O
turn,O
.,O

Instant,O
speed,O
means,O
there,O
’,O
s,O
blowout,O
potential,O
if,O
you,O
time,O
it,O
right,O
during,O
an,O
opponent,O
’,O
s,O
combat,O
",",O
but,O
the,O
combination,O
of,O
double,O
strike,O
and,O
protection,O
from,O
colors,O
means,O
you,O
’,O
re,O
pushing,O
so,O
much,O
damage,O
if,O
you,O
use,O
this,O
white,O
instant,O
proactively,O
.,O

Even,O
if,O
you,O
don,O
’,O
t,O
land,O
the,O
killing,O
blow,O
",",O
all,O
that,O
damage,O
comes,O
with,O
lifelink,O
",",O
too,O
.,O
#,O
25,O
.,O

Berserk,B-INSTANT
Few,O
spells,O
have,O
the,O
destructive,O
power,O
Berserk,B-INSTANT
does,O
.,O

Turning,O
a,O
5-May,O
into,O
a,O
10-May,O
trampler,O
for,O
1,O
mana,O
is,O
one,O
of,O
the,O
best,O
combat,O
tricks,O
ever,O
.,O

It,O
’,O
s,O
also,O
awesome,O
with,O
infect,O
creatures,O
",",O
often,O
eliminating,O
an,O
opponent,O
in,O
the,O
process,O
.,O
#,O
24,O
.,O

Collected,B-INSTANT
Company,I-INSTANT
Collected,B-INSTANT
Company,I-INSTANT
lets,O
you,O
see,O
the,O
top,O
six,O
cards,O
of,O
your,O
library,O
and,O
put,O
up,O
to,O
two,O
creatures,O
that,O
cost,O
3,O
or,O
less,O
onto,O
the,O
battlefield,O
.,O

Just,O
by,O
casting,O
“,O
CoCo,O
”,O
you,O
can,O
potentially,O
drop,O
6,O
mana,O
worth,O
of,O
creatures,O
",",O
at,O
instant,O
speed,O
no,O
less,O
.,O

You,O
can,O
use,O
this,O
spell,O
to,O
cheat,O
out,O
blockers,O
during,O
an,O
attack,O
",",O
assemble,O
your,O
combo,O
pieces,O
",",O
or,O
recover,O
from,O
a,O
sweeper,O
.,O
#,O
23,O
.,O

Dismember,B-INSTANT
Colors,O
that,O
don,O
’,O
t,O
have,O
access,O
to,O
great,O
removal,O
spells,O
like,O
green,O
and,O
blue,O
can,O
have,O
a,O
pretty,O
good,O
one,O
in,O
Dismember,B-INSTANT
",",O
and,O
for,O
just,O
1,O
mana,O
.,O

Yes,O
",",O
it,O
costs,O
4,O
life,O
",",O
and,O
in,O
formats,O
like,O
Modern,O
this,O
isn,O
’,O
t,O
negligible,O
",",O
but,O
that,O
’,O
s,O
why,O
Dismember,B-INSTANT
isn,O
’,O
t,O
that,O
high,O
on,O
the,O
list,O
.,O

This,O
card,O
also,O
gets,O
around,O
indestructible,O
since,O
it,O
gives,O
a,O
target,O
1,O
.,O

The,O
color,O
restriction,O
doesn,O
’,O
t,O
apply,O
to,O
EDH,O
though,O
",",O
so,O
you,O
won,O
’,O
t,O
see,O
any,O
mono-blue,O
EDH,O
decks,O
dismembering,O
foes,O
around,O
.,O
#,O
22,O
.,O

Worldly,B-INSTANT
Tutor,I-INSTANT
For,O
just,O
1,O
mana,O
",",O
Worldly,B-INSTANT
Tutor,I-INSTANT
sets,O
up,O
your,O
next,O
draw,O
with,O
the,O
best,O
creature,O
available,O
in,O
your,O
deck,O
.,O

This,O
allows,O
green,O
players,O
to,O
play,O
creature,O
toolbox,O
decks,O
",",O
like,O
looking,O
for,O
an,O
Eternal,B-CREATURE
Witness,I-CREATURE
if,O
you,O
need,O
graveyard,O
recursion,O
or,O
a,O
Reclamation,B-CREATURE
Sage,I-CREATURE
if,O
you,O
need,O
enchantment,O
removal,O
.,O
#,O
21,O
.,O

Enlightened,B-INSTANT
Tutor,I-INSTANT
Enlightened,B-INSTANT
Tutor,I-INSTANT
gets,O
you,O
an,O
artifact,O
or,O
enchantment,O
from,O
your,O
deck,O
that,O
you,O
’,O
ll,O
draw,O
next,O
.,O

Being,O
able,O
to,O
draw,O
your,O
Rhystic,B-ENCHANTMENT
Study,I-ENCHANTMENT
",",O
Smothering,B-ENCHANTMENT
Tithe,I-ENCHANTMENT
",",O
or,O
The,B-ARTIFACT
One,I-ARTIFACT
Ring,I-ARTIFACT
next,O
is,O
a,O
huge,O
deal,O
",",O
and,O
there,O
are,O
whole,O
combos,O
that,O
get,O
better,O
and,O
more,O
consistent,O
with,O
this,O
card,O
around,O
.,O
#,O
20,O
.,O

Flusterstorm,B-INSTANT
Flusterstorm,B-INSTANT
is,O
a,O
counterspell,O
made,O
to,O
counter,O
the,O
storm,O
mechanic,O
",",O
which,O
can,O
be,O
useful,O
in,O
many,O
scenarios,O
.,O

When,O
your,O
opponent,O
points,O
20+,O
copies,O
of,O
Grapeshot,B-SORCERY
at,O
you,O
",",O
you,O
can,O
produce,O
20+,O
copies,O
of,O
Flusterstorm,B-INSTANT
and,O
counter,O
every,O
single,O
copy,O
.,O
#,O
19,O
.,O

Force,B-INSTANT
of,I-INSTANT
Vigor,I-INSTANT
Like,O
Force,B-INSTANT
of,I-INSTANT
Will,I-INSTANT
",",O
Force,B-INSTANT
of,I-INSTANT
Vigor,I-INSTANT
is,O
potentially,O
a,O
free,O
spell,O
",",O
and,O
it,O
’,O
s,O
a,O
nice,O
way,O
of,O
getting,O
rid,O
of,O
stax,O
pieces,O
like,O
Blood,B-ENCHANTMENT
Moon,I-ENCHANTMENT
or,O
Chalice,B-ARTIFACT
of,I-ARTIFACT
the,I-ARTIFACT
Void,I-ARTIFACT
.,O

Or,O
maybe,O
you,O
’,O
re,O
playing,O
a,O
dredge,O
deck,O
and,O
you,O
need,O
to,O
get,O
rid,O
of,O
that,O
Rest,B-ENCHANTMENT
in,I-ENCHANTMENT
Peace,I-ENCHANTMENT
or,O
Leyline,B-ENCHANTMENT
of,I-ENCHANTMENT
the,I-ENCHANTMENT
Void,I-ENCHANTMENT
.,O
#,O
18,O
.,O

Deflecting,B-INSTANT
Swat,I-INSTANT
There,O
’,O
s,O
an,O
argument,O
that,O
Fierce,B-INSTANT
Guardianship,I-INSTANT
is,O
the,O
best,O
of,O
the,O
“,O
Commander,O
free,O
spell,O
”,O
cycle,O
",",O
but,O
it,O
’,O
s,O
ultimately,O
a,O
free,O
counterspell,O
",",O
of,O
which,O
there,O
are,O
plenty,O
to,O
choose,O
from,O
.,O

Deflecting,B-INSTANT
Swat,I-INSTANT
is,O
more,O
unique,O
by,O
virtue,O
of,O
being,O
a,O
free,O
target-changing,O
effect,O
",",O
and,O
therefore,O
it,O
has,O
a,O
role,O
in,O
Commander,O
that,O
isn,O
’,O
t,O
filled,O
by,O
any,O
other,O
card,O
.,O

Bolt,B-INSTANT
Bend,I-INSTANT
and,O
Redirect,B-INSTANT
Lightning,I-INSTANT
come,O
close,O
",",O
but,O
free,O
spells,O
are,O
great,O
",",O
and,O
Deflecting,B-INSTANT
Swat,I-INSTANT
can,O
shift,O
the,O
game,O
real,O
fast,O
if,O
you,O
’,O
re,O
able,O
to,O
redirect,O
the,O
right,O
spell,O
.,O
#,O
17,O
.,O

Ad,B-INSTANT
Nauseam,I-INSTANT
Ad,B-INSTANT
Nauseam,I-INSTANT
is,O
a,O
risky,O
spell,O
to,O
fire,O
off,O
because,O
you,O
’,O
ll,O
lose,O
life,O
while,O
going,O
through,O
your,O
deck,O
",",O
but,O
guess,O
what,O
:,O
It,O
lets,O
you,O
win,O
.,O

Most,O
Ad,B-INSTANT
Nauseam,I-INSTANT
decks,O
in,O
Legacy,O
have,O
free,O
spells,O
or,O
spells,O
that,O
cost,O
1,O
anyway,O
",",O
and,O
in,O
EDH,O
",",O
you,O
can,O
do,O
silly,O
stuff,O
with,O
more,O
life,O
to,O
tinker,O
with,O
.,O
#,O
16,O
.,O

Consult,B-INSTANT
the,I-INSTANT
Star,I-INSTANT
Charts,I-INSTANT
Consult,B-INSTANT
the,I-INSTANT
Star,I-INSTANT
Charts,I-INSTANT
is,O
among,O
the,O
best,O
draw,O
spells,O
printed,O
in,O
2025,O
",",O
and,O
a,O
frontrunner,O
for,O
the,O
past,O
five,O
years,O
.,O

Though,O
you,O
want,O
to,O
cast,O
this,O
with,O
kicker,O
",",O
the,O
option,O
to,O
Impulse,B-INSTANT
gets,O
you,O
out,O
of,O
tight,O
spots,O
.,O

Maybe,O
you,O
need,O
a,O
land,O
drop,O
turn,O
3,O
",",O
or,O
you,O
have,O
4-May,O
mana,O
and,O
need,O
to,O
dig,O
for,O
a,O
counterspell,O
.,O

Though,O
this,O
fills,O
the,O
4-mana,O
draw-two,O
slot,O
of,O
Memory,B-INSTANT
Deluge,I-INSTANT
and,O
its,O
ilk,O
",",O
that,O
flexibility,O
makes,O
those,O
plays,O
possible,O
.,O

When,O
things,O
go,O
well,O
and,O
you,O
kick,O
Consult,O
",",O
it,O
does,O
a,O
fine,O
Dig,B-INSTANT
Through,I-INSTANT
Time,I-INSTANT
impression,O
.,O

Drawing,O
two,O
cards,O
is,O
fine,O
",",O
but,O
the,O
best,O
two,O
of,O
four,O
is,O
wonderful,O
.,O

And,O
the,O
card,O
only,O
gets,O
better,O
as,O
time,O
goes,O
on,O
.,O

Since,O
control,O
decks,O
hit,O
most,O
of,O
their,O
land,O
drops,O
and,O
extend,O
the,O
game,O
",",O
it,O
's,O
fully,O
possible,O
to,O
look,O
at,O
8-Oct,O
cards,O
when,O
you,O
cast,O
this,O
in,O
the,O
late,O
game,O
.,O
#,O
15,O
.,O

Dig,B-INSTANT
Through,I-INSTANT
Time,I-INSTANT
Paying,O
8,O
mana,O
to,O
look,O
at,O
the,O
top,O
cards,O
and,O
getting,O
two,O
is,O
horrible,O
",",O
but,O
guess,O
what,O
?,O

Dig,B-INSTANT
Through,I-INSTANT
Time,I-INSTANT
often,O
costs,O
2-Mar,O
mana,O
.,O

This,O
card,O
is,O
so,O
powerful,O
that,O
it,O
warps,O
deck,O
construction,O
around,O
it,O
",",O
and,O
you,O
’,O
ll,O
want,O
as,O
many,O
cheap,O
cantrips,O
and,O
mill,O
effects,O
as,O
you,O
can,O
get,O
to,O
delve,O
deeper,O
and,O
more,O
frequently,O
.,O

It,O
’,O
s,O
so,O
good,O
it,O
got,O
banned,O
in,O
multiple,O
formats,O
",",O
but,O
you,O
can,O
still,O
play,O
this,O
card,O
in,O
Pioneer,O
.,O
#,O
14,O
.,O

Cyclonic,B-INSTANT
Rift,I-INSTANT
Cyclonic,B-INSTANT
Rift,I-INSTANT
is,O
probably,O
the,O
card,O
EDH,O
players,O
most,O
want,O
to,O
see,O
banned,O
.,O

Hands,O
down,O
the,O
best,O
blue,O
board,O
wipe,O
",",O
it,O
's,O
an,O
absolute,O
blue,O
staple,O
of,O
the,O
format,O
:,O
Paying,O
7,O
mana,O
to,O
bounce,O
all,O
their,O
permanents,O
but,O
keeping,O
yours,O
intact,O
is,O
huge,O
.,O

It,O
can,O
ruin,O
the,O
life,O
of,O
engine-builder,O
players,O
(,O
1,O
counters,O
",",O
planeswalkers,O
",",O
tokens,O
",",O
you,O
name,O
it,O
),O
.,O
#,O
13,O
.,O

Mental,B-INSTANT
Misstep,I-INSTANT
Mental,B-INSTANT
Misstep,I-INSTANT
allows,O
you,O
to,O
counter,O
a,O
spell,O
that,O
costs,O
1,O
mana,O
.,O

This,O
doesn,O
’,O
t,O
look,O
powerful,O
",",O
but,O
it,O
has,O
a,O
few,O
things,O
going,O
up,O
for,O
it,O
.,O

It,O
can,O
be,O
played,O
for,O
2,O
life,O
",",O
and,O
it,O
can,O
counter,O
other,O
people,O
’,O
s,O
Mental,B-INSTANT
Misstep,I-INSTANT
s,O
.,O


Competitive,O
MTG,O
plays,O
a,O
lot,O
of,O
1-mana,O
spells,O
",",O
from,O
creatures,O
to,O
instants,O
and,O
sorceries,O
.,O

Just,O
look,O
at,O
this,O
ranking,O
:,O
Probably,O
half,O
of,O
it,O
gets,O
countered,O
by,O
Mental,B-INSTANT
Misstep,I-INSTANT
",",O
not,O
to,O
mention,O
hand,O
disruption,O
and,O
forced,O
discard,O
effects,O
like,O
Thoughtseize,B-SORCERY
and,O
Duress,B-SORCERY
or,O
creatures,O
like,O
Ragavan,B-CREATURE
",",I-CREATURE
Nimble,I-CREATURE
Pilferer,I-CREATURE
.,O
#,O
12,O
.,O

Mystical,B-INSTANT
Tutor,I-INSTANT
A,O
lot,O
of,O
combos,O
require,O
us,O
to,O
find,O
a,O
specific,O
sorcery,O
or,O
instant,O
card,O
",",O
and,O
Mystical,B-INSTANT
Tutor,I-INSTANT
does,O
that,O
for,O
only,O
a,O
single,O
mana,O
.,O

It,O
puts,O
the,O
spell,O
on,O
top,O
of,O
the,O
library,O
",",O
which,O
isn,O
’,O
t,O
ideal,O
",",O
but,O
it,O
’,O
s,O
still,O
one,O
of,O
blue,O
’,O
s,O
best,O
tutors,O
.,O
#,O
11,O
.,O

Swords,B-INSTANT
to,I-INSTANT
Plowshares,I-INSTANT
Swords,B-INSTANT
to,I-INSTANT
Plowshares,I-INSTANT
is,O
a,O
white,O
staple,O
and,O
the,O
quintessential,O
removal,O
spell,O
.,O

It,O
exiles,O
any,O
non-hexproof/,O
shroud,O
creature,O
for,O
just,O
1,O
mana,O
",",O
and,O
the,O
life,O
they,O
get,O
back,O
is,O
often,O
negligible,O
.,O
#,O
10,O
.,O

Teferi,B-INSTANT
's,I-INSTANT
Protection,I-INSTANT
Teferi,B-INSTANT
's,I-INSTANT
Protection,I-INSTANT
in,O
Commander,O
is,O
like,O
the,O
white,O
Cyclonic,B-INSTANT
Rift,I-INSTANT
.,O

As,O
Magic,O
's,O
most,O
powerful,O
phasing,O
card,O
and,O
one,O
of,O
the,O
best,O
white,O
instants,O
ever,O
printed,O
",",O
few,O
spells,O
in,O
MTG,O
allow,O
you,O
to,O
do,O
what,O
Teferi,B-INSTANT
's,I-INSTANT
Protection,I-INSTANT
does,O
",",O
which,O
is,O
simply,O
to,O
phase,O
out,O
for,O
a,O
turn,O
.,O

That,O
means,O
you,O
and,O
all,O
permanents,O
you,O
control,O
are,O
protected,O
",",O
be,O
it,O
from,O
a,O
combo,O
",",O
an,O
attack,O
",",O
or,O
a,O
sweeper,O
(,O
including,O
a,O
Cyclonic,B-INSTANT
Rift,I-INSTANT
),O
.,O
#,O
9,O
.,O

Mana,B-INSTANT
Drain,I-INSTANT
What,O
’,O
s,O
better,O
than,O
countering,O
a,O
spell,O
for,O
2,O
mana,O
and,O
getting,O
some,O
mana,O
in,O
the,O
process,O
",",O
mana,O
that,O
you,O
’,O
ll,O
be,O
able,O
to,O
use,O
in,O
the,O
next,O
turn,O
to,O
cast,O
something,O
nice,O
?,O

Mana,B-INSTANT
Drain,I-INSTANT
is,O
a,O
strictly,O
better,O
Counterspell,B-INSTANT
",",O
and,O
MTG,O
rules,O
don,O
’,O
t,O
punish,O
you,O
for,O
unspent,O
mana,O
anymore,O
.,O
#,O
8,O
.,O

Dark,B-INSTANT
Ritual,I-INSTANT
Pay,O
1,O
mana,O
",",O
get,O
3,O
back,O
",",O
netting,O
2,O
black,O
mana,O
in,O
the,O
process,O
.,O

One,O
of,O
Magic,O
's,O
best,O
rituals,O
",",O
Dark,B-INSTANT
Ritual,I-INSTANT
is,O
never,O
used,O
to,O
do,O
fair,O
stuff,O
.,O

You,O
’,O
ll,O
either,O
up,O
your,O
storm,O
count,O
",",O
cast,O
Necropotence,B-ENCHANTMENT
or,O
Doomsday,B-SORCERY
",",O
or,O
just,O
cast,O
a,O
big,O
black,O
creature,O
ahead,O
of,O
schedule,O
.,O
#,O
7,O
.,O

Brainstorm,B-INSTANT
Nothing,O
screams,O
Legacy,O
more,O
than,O
Brainstorm,B-INSTANT
(,O
okay,O
",",O
now,O
there,O
’,O
s,O
Orcish,B-CREATURE
Bowmasters,I-CREATURE
to,O
punish,O
it,O
but,O
still,O
),O
.,O

Brainstorm,B-INSTANT
is,O
a,O
very,O
skill-intensive,O
spell,O
",",O
allowing,O
you,O
to,O
hide,O
cards,O
in,O
your,O
deck,O
so,O
they,O
don,O
’,O
t,O
get,O
discarded,O
",",O
shuffle,O
the,O
cards,O
you,O
don,O
’,O
t,O
want,O
with,O
fetch,O
lands,O
",",O
and,O
more,O
.,O

It,O
’,O
s,O
a,O
very,O
powerful,O
cantrip,O
and,O
card,O
selection,O
tool,O
",",O
and,O
it,O
sees,O
play,O
in,O
control,O
",",O
spellslinger,O
",",O
and,O
combo,O
decks,O
alike,O
.,O
#,O
6,O
.,O

Entomb,B-INSTANT
Entomb,B-INSTANT
is,O
a,O
reanimator,O
deck,O
’,O
s,O
best,O
friend,O
because,O
it,O
not,O
only,O
finds,O
your,O
best,O
reanimation,O
target,O
but,O
also,O
puts,O
it,O
on,O
your,O
graveyard,O
for,O
further,O
use,O
.,O

All,O
of,O
this,O
for,O
a,O
single,O
mana,O
.,O

Entomb,B-INSTANT
is,O
cheap,O
",",O
does,O
its,O
job,O
very,O
well,O
",",O
and,O
is,O
played,O
across,O
multiple,O
Eternal,O
formats,O
.,O
#,O
5,O
.,O

Force,B-INSTANT
of,I-INSTANT
Negation,I-INSTANT
For,O
years,O
Force,B-INSTANT
of,I-INSTANT
Will,I-INSTANT
was,O
the,O
main,O
“,O
free,O
counterspell,O
”,O
",",O
but,O
we,O
’,O
ve,O
had,O
Force,B-INSTANT
of,I-INSTANT
Negation,I-INSTANT
for,O
a,O
while,O
now,O
.,O

Force,B-INSTANT
of,I-INSTANT
Negation,I-INSTANT
is,O
legal,O
in,O
Modern,O
",",O
and,O
it,O
complements,O
Force,B-INSTANT
of,I-INSTANT
Will,I-INSTANT
as,O
a,O
“,O
cheaper,O
”,O
to,O
cast,O
FoW,O
or,O
as,O
redundancy,O
in,O
older,O
formats,O
.,O

It,O
only,O
gets,O
noncreature,O
spells,O
",",O
which,O
is,O
fine,O
given,O
that,O
these,O
spells,O
rarely,O
counter,O
creatures,O
anyway,O
.,O

Force,B-INSTANT
of,I-INSTANT
Negation,I-INSTANT
exiles,O
the,O
countered,O
spell,O
",",O
and,O
that,O
’,O
s,O
relevant,O
in,O
a,O
few,O
scenarios,O
.,O
#,O
4,O
.,O

Vampiric,B-INSTANT
Tutor,I-INSTANT
Vampiric,B-INSTANT
Tutor,I-INSTANT
is,O
one,O
of,O
the,O
best,O
tutors,O
in,O
MTG,O
",",O
rivaled,O
only,O
by,O
Demonic,B-SORCERY
Tutor,I-SORCERY
.,O

Finding,O
the,O
card,O
you,O
need,O
for,O
1,O
mana,O
at,O
instant,O
speed,O
is,O
a,O
bargain,O
",",O
and,O
you,O
can,O
likewise,O
set,O
the,O
top,O
card,O
of,O
your,O
library,O
for,O
many,O
combos,O
.,O

It,O
’,O
s,O
card,O
disadvantage,O
because,O
you,O
won,O
’,O
t,O
put,O
the,O
tutor,O
target,O
in,O
your,O
hand,O
",",O
but,O
in,O
many,O
situations,O
",",O
it,O
’,O
s,O
even,O
better,O
when,O
you,O
need,O
to,O
set,O
up,O
the,O
top,O
card,O
.,O
#,O
3,O
.,O

Lightning,B-INSTANT
Bolt,I-INSTANT
Magic,O
's,O
best,O
red,O
instant,O
",",O
Lightning,B-INSTANT
Bolt,I-INSTANT
is,O
the,O
best,O
burn,O
spell,O
available,O
at,O
1,O
mana,O
",",O
and,O
it,O
’,O
s,O
been,O
synonymous,O
with,O
the,O
red,O
colors,O
ever,O
since,O
the,O
beginning,O
of,O
the,O
game,O
.,O

It,O
’,O
s,O
good,O
in,O
aggressive,O
and,O
control,O
decks,O
alike,O
",",O
and,O
it,O
’,O
s,O
probably,O
the,O
card,O
that,O
's,O
won,O
the,O
most,O
MTG,O
tournaments,O
ever,O
.,O
#,O
2,O
.,O

Force,B-INSTANT
of,I-INSTANT
Will,I-INSTANT
Turns,O
out,O
being,O
able,O
to,O
counter,O
a,O
spell,O
without,O
paying,O
the,O
mana,O
cost,O
is,O
busted,O
.,O

Yeah,O
",",O
free,O
spells,O
are,O
amazing,O
.,O

Force,B-INSTANT
of,I-INSTANT
Will,I-INSTANT
requires,O
you,O
to,O
lose,O
two,O
cards,O
and,O
a,O
point,O
of,O
life,O
",",O
but,O
if,O
this,O
is,O
the,O
price,O
you,O
pay,O
for,O
not,O
losing,O
",",O
then,O
it,O
’,O
s,O
a,O
fair,O
price,O
.,O

This,O
card,O
is,O
so,O
format-defining,O
that,O
players,O
overvalue,O
a,O
card,O
for,O
being,O
blue,O
just,O
because,O
you,O
can,O
“,O
pitch,O
to,O
Force,B-INSTANT
of,I-INSTANT
Will,I-INSTANT
”,O
.,O
#,O
1,O
.,O

Ancestral,B-INSTANT
Recall,I-INSTANT
The,O
first,O
place,O
couldn,O
’,O
t,O
be,O
different,O
.,O

Three,O
cards,O
.,O

Only,O
1,O
mana,O
.,O

Zero,O
downside,O
.,O

Busted,O
.,O

Ancestral,B-INSTANT
Recall,I-INSTANT
is,O
one,O
of,O
the,O
famous,O
Power,O
Nine,O
",",O
some,O
of,O
the,O
most,O
powerful,O
